	Study name	Outcome	PERSON	Sample size        	Correlation	Cor.Joe	Fisher's Z	Z.Joe	Std Err	Std.Err.Joe	t	df	p	Full Reference	Long Dup	raw r?	Study	SEX	Best?	Best.Joe	AGE	East/West	setting2	Setting	1st	2nd	3rd	4th	aveORonlyR	aveDVs	Country	Concern	Test	p-value	
297	MSipAC	AggCog	First	118	0.3		0.309519604		9.33E-02					"Markey, P. M., & Scherer, K. (in press). An examination of psychoticism and motion capture controls as moderators of the effects of violent video games. Computers in Human Behavior."	Exp	y	1	MF	y		Adult	West	Exp	Exp	.	.	.	.	0.3	.	US				
329	P07AC	AggCog	Third	66	0.266		0.272554287		0.125988158					"Paradise, A. (2008). Trait aggression and style of video game play: The effects of violent video game play on aggressive thoughts. Dissertation Abstracts International Section A: Humanities and Social Sciences Vol 68(7-A), 2008, pp. 2711."	Exp	y	1	M	y		Adult	West	Exp	Exp	0.4215	0.0874	.	.	0.266	"ThoughtList,WordCom"	US				
425	US04ACe	AggCog	First	114	0.1982		0.200858255		9.49E-02					"Uhlmann, E., & Swanson, J. (2004). Exposure to violent video games increases implicit aggressiveness. Journal of Adolescence, 27, 41–52."	Exp	y	1	MF	y		Adult	West	Exp	Exp	.	.	.	.	0.1982	.	US				
135	CAB07DS	Desen	both	249	-0.1378		-0.138682295		6.38E-02					"Carnagey, N. L., & Anderson, C.A., Bushman, B. J. (2007). The effect of video game violence on physiological desensitization to real-life violence. Journal of Experimental Social Psychology, 43, 489-496."	Exp	y	1	MF	y	n	Adult	West	Exp	Exp	-0.1386	-0.137	.	.	-0.1378	"gsr,hr"	US				"Contains 3D Munch Man, a clone of ""violent"" game pac-man. Therefore not best practices."
14	ACF04PA1	PhysArous	both	115	0.226		0.229970121		9.45E-02					"Anderson, C. A., Carnagey, N. L., Flanagan, M., Benjamin, A. J., Eubanks, J., & Valentine, J. C. (2004). Violent video games: Specific effects of violent content on aggressive thoughts and behavior. Advances in Experimental Social Psychology, 36, 199-249."	Exp	y	1	MF	y		Adult	West	Exp	Exp	0.2247	0.3731	0.0631	.	0.226	"dia,sys,hr"	US				
87	BBR09PA	PhysArous	Third	88	0.346		0.360892579		0.108465229					"Barlett, C. P., Branch, O., Rodeheffer, C., & Harris, R. J. (2009). How long do the short term video game effects last? Aggressive Behavior, 35, 225-236."	Exp	y	1	MF	y		Adult	West	Exp	Exp	.	.	.	.	0.346	.	US				
102	BM06PA1	PhysArous	Third	50	0.0696		6.97E-02		0.145864991					"Brady, S.S., & Mathews, K.A. (2006). Effects of media violence on health-related outcomes among young men. Archives of Pediatric & Adolescent Medicine, 160, 341-347."	Exp	y	1	M	y		Adult	West	Exp	Exp	-0.0908	0.2249	.	.	0.0696	"sys,dia"	US				
103	BM06PA2	PhysArous	Third	50	0.2534		0.259042786		0.145864991					"Brady, S.S., & Mathews, K.A. (2006). Effects of media violence on health-related outcomes among young men. Archives of Pediatric & Adolescent Medicine, 160, 341-347."	Exp	y	1	M	y		Adult	West	Exp	Exp	0.4203	0.1216	.	.	0.2534	"sys,dia"	US				
106	BR09PA	PhysArous	Third	71	0.362		0.379185602		0.121267813					"Barlett, C. P., & Rodeheffer, C. 2009). Effects of realism on extended violent and nonviolent video game play on aggressive thoughts, feelings, and physiological arousal. Aggressive Behavior, 35, 213-224."	Exp	y	1	MF	y		Adult	West	Exp	Exp	0.362	-0.052	.	.	0.1658	"HR,temp"	US				
110	BRB08PA1	PhysArous	Third	198	0.103		0.103366579		7.16E-02					"Barlett, C. P., Rodeheffer, C., Baldassaro, R., Hinkin, M., & Harris, R. J. (2008). The effect of advances in video game technology and content on aggressive cognitions, hostility, and heart rate. Media Psychology, 11, 540-565."	Exp	y	1	MF	y		Adult	West	Exp	Exp	.	.	.	.	0.103	.	US				
111	BRB08PA2	PhysArous	Third	97	-0.097		-9.73E-02		0.103142125					"Barlett, C. P., Rodeheffer, C., Baldassaro, R., Hinkin, M., & Harris, R. J. (2008). The effect of advances in video game technology and content on aggressive cognitions, hostility, and heart rate. Media Psychology, 11, 540-565."	Exp	y	2	MF	y		Adult	West	Exp	Exp	.	.	.	.	-0.097	.	US				
120	BW96PA	PhysArous	Third	30	0.193		0.195451377		0.19245009					"Ballard, M. E., & Weist, J. R. (1996). Mortal Kombat: The effects of violent video game play on males’ hostility and cardiovascular responding. Journal of Applied Social Psychology, 26, 717-730."	Exp	y	1	M	y		Adult	West	Exp	Exp	0.184	0.085	0.302	.	0.193	"sys,dia,hr"	US				
168	F83PA	PhysArous	Third	24	0.207		0.210035		0.21821789					"Favaro, P. J. (1983). The effects of video game play on mood, physiological arousal and psychomotor performance. Dissertation: Hofstra University."	Exp	y	1	M	y		Adult	West	Exp	Exp	.	.	.	.	0.207	.	US				
333	PB02PA	PhysArous	Third	36	-0.1004		-0.100739404		0.174077656					"Panee, C. D., & Ballard, M. E. (2002). High versus Low Aggressive Priming During Video Game Training: Effects on violent action during game play, hostility, heart rate, and blood pressure. Journal of Applied Social Psychology, 32, 2458-2474."	Exp	y	1	M	y		Adult	West	Exp	Exp	-0.2945	0.0292	-0.0238	.	-0.1004	"hr, sys,dia"	US				
83	BA09PB1	ProsBeh	both	197	-0.097		-9.73E-02		7.18E-02					"Bushman, B. J., & Anderson, C. A. (2009). Comfortably numb: Desensitizing effects of violent media on helping others. Psychological Science, 20, 273-277."	Exp	y	1	MF	y		Adult	West	Exp	Exp	-0.05	-0.296	.	.	-0.097	"%help, time, diff ns"	US				
95	BL99PB	ProsBeh	Third	115	-0.309		-0.319439471		9.45E-02					"Ballard, M. E., & Lineberger, R. (1999). Video game violence and confederate gender: Effects on reward and punishment given by college males. Sex Roles, 41, 541-558."	Exp	y	1	M	y		Adult	West	Exp	Exp	.	.	.	.	-0.309	.	US				
134	CA87PB	ProsBeh	Third	160	-0.216		-0.219456521		7.98E-02					"Chambers, J. H., & Ascione, F. R. (1987).  The effects of prosocial and aggressive video games on children’s donating and helping.  Journal of Genetic Psychology, 148, 499-505."	Exp	y	1	MF	y		Child	West	Exp	Exp	.	.	.	.	-0.216	.	US				
201	GAYipPB3	ProsBeh	Third	161	-0.16		-0.161386696		0.079555728					"Gentile, D. A.,  Anderson,  C. A., Yukawa. S., Ihori, N.,  Saleem, M.,  Ming, L. K., Shibuya, A., Liau, A. K., Khoo, A., & Sakamoto, A. (in press). The Effects of Prosocial Video Games on Prosocial Behaviors: International Evidence from Correlational, Experimental, and Longitudinal Studies. Personality and Social Psychology Bulletin,"	Exp	y	3	MF	y		Adult	West	Exp	Exp	.	.	.	.	-0.16	.	US				
46	AGB07AB3L	AggBeh	.	365	0.398		0.421270239		5.26E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	L	y	3	MF	y		Child	West	Long	Long	.	.	.	.	0.398	.	US				
55	AGB07AC3L	AggCog	.	354	0.232		0.236302205		5.34E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	L	y	3	MF	y		Child	West	Long	Long	.	.	.	.	0.236	.	US				
61	AGB07PB3L	ProsBeh	.	357	-0.301		-0.310618868		5.31E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	L	y	3	MF	y		Child	West	Long	Long	.	.	.	.	-0.301	.	US				
48	AGB07AB3PL	AggBeh	.	365	0.216		0.219456521		5.26E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	LT1	n	3	MF	y		Child	West	LongP	LongP	.	.	.	.	0.216	.	US				
57	AGB07AC3PL	AggCog	.	354	0.181		0.183016366		5.34E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	LT1	n	3	MF	y		Child	West	LongP	LongP	.	.	.	.	0.181	.	US				
63	AGB07PB3PL	ProsBeh	.	357	-0.078		-7.82E-02		5.31E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	LT1	n	3	MF	y		Child	West	LongP	LongP	.	.	.	.	-0.078	.	US				
49	AGB07AB3PLs	AggBeh	.	364	0.162		0.163439918		5.26E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	LT1s	n	3	MF	y		Child	West	LongPs	LongPs	.	.	.	.	0.162	.	US				
58	AGB07AC3PLs	AggCog	.	353	0.182		0.184050431		5.35E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	LT1s	n	3	MF	y		Child	West	LongPs	LongPs	.	.	.	.	0.182	.	US				
64	AGB07PB3PLs	ProsBeh	.	356	-0.075		-0.075141102		5.32E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	LT1s	n	3	MF	y		Child	West	LongPs	LongPs	.	.	.	.	-0.075	.	US				
32	AGB07AA2	AggAff	.	189	0.2334		0.237782355		7.33E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	2	MF	y		Child	West	Nonexp	Nonexp	.	.	.	.	0.2334	.	US				
33	AGB07AA2F	AggAff	.	109	0.2114		0.214636387		9.71E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	2	F	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.2114	.	US				
34	AGB07AA2M	AggAff	.	76	0.1817		0.183740171		0.117041147					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	2	M	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.1817	.	US				
112	BSD05AA1	AggAff	.	200	0.18		0.181982689		7.12E-02					"Bartholow, B. D., Sestir, M. A. & Davis, M. D. (2005).  Correlates and consequences of exposure to videogame violence:  Hostile personality, empathy, and aggressive behavior.  Personality and Social Psychology Bulletin, 31, 1573-1586."	Blank	y	1	M	y		Adult	West	Nonexp	NonexpS	.	.	.	.	0.18	.	US				
204	GG08AA3	AggAff	.	1441	0.1		0.100335348		2.64E-02					"Gentile, D. A. & Gentile, R. J. (2008). Violent video games as exemplary teachers: A conceptual analysis. Journal of Youth and Adolescence, 37, 127-141."	Blank	y	3	MF	y		Adult	West	Nonexp	Nonexp	.	.	.	.	0.1	.	US				
209	GLL04AA	AggAff	.	557	0.163		0.164467041		4.25E-02					"Gentile, D.A., Lynch, P.L., Linder, J.R., & Walsh, D.A. (2004). The effects of violent video game habits on adolescent hostility, aggressive behaviors, and school performance. Journal of Adolescence, 27, 5-22."	Blank	y	1	MF	y		Child	West	Nonexp	Nonexp	.	.	.	.	0.163	.	US				
210	GLL04AA1	AggAff	.	500	0.1199		0.120479569		4.49E-02					"Gentile, D.A., Lynch, P.L., Linder, J.R., & Walsh, D.A. (2004). The effects of violent video game habits on adolescent hostility, aggressive behaviors, and school performance. Journal of Adolescence, 27, 5-22."	Blank	n	1	MF	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.1199	.	US				
9	ACF04AB4b	AggBeh	.	806	0.321		0.332761588		3.53E-02					"Anderson, C. A., Carnagey, N. L., Flanagan, M., Benjamin, A. J., Eubanks, J., & Valentine, J. C. (2004). Violent video games: Specific effects of violent content on aggressive thoughts and behavior. Advances in Experimental Social Psychology, 36, 199-249."	Blank	y	4	MF	y		Adult	West	Nonexp	Nonexp	.	.	.	.	0.321	BPp&NYS	US				
10	ACF04AB4bl	AggBeh	.	805	0.1421		0.143068205		3.53E-02					"Anderson, C. A., Carnagey, N. L., Flanagan, M., Benjamin, A. J., Eubanks, J., & Valentine, J. C. (2004). Violent video games: Specific effects of violent content on aggressive thoughts and behavior. Advances in Experimental Social Psychology, 36, 199-249."	Blank	n	4	MF	y		Adult	West	Nonexp	NonexpS	.	.	.	.	0.1421	.	US				
19	AD00AB1b	AggBeh	.	226	0.4112		0.437054559		6.70E-02					"Anderson, C. A., & Dill, K. E. (2000). Video games and aggressive thoughts, feelings, and behavior in the laboratory and in life. Journal of Personality and Social Psychology, 78, 772-790."	Blank	y	1	MF	y		Adult	West	Nonexp	Nonexp	0.46	0.3529	.	.	0.4112	"NYS, BPp"	US				
20	AD00AB1bF	AggBeh	.	148	0.1909		0.193271042		0.08304548					"Anderson, C. A., & Dill, K. E. (2000). Video games and aggressive thoughts, feelings, and behavior in the laboratory and in life. Journal of Personality and Social Psychology, 78, 772-790."	Blank	y	1	F	y		Adult	West	Nonexp	NonexpS	0.2777	0.0994	.	.	0.1909	"NYS, BPp"	US				
21	AD00AB1bM	AggBeh	.	78	0.3838		0.404508515		0.115470054					"Anderson, C. A., & Dill, K. E. (2000). Video games and aggressive thoughts, feelings, and behavior in the laboratory and in life. Journal of Personality and Social Psychology, 78, 772-790."	Blank	y	1	M	y		Adult	West	Nonexp	NonexpS	0.4679	0.289	.	.	0.3838	"NYS, BPp"	US				
35	AGB07AB1oc	AggBeh	.	354	0.1601		0.161489325		5.34E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	1	MF	y		Adult	West	Nonexp	Nonexp	.	.	.	.	0.1601	.	US				
36	AGB07AB1ocs	AggBeh	.	354	0.103		0.103366579		5.34E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	n	1	MF	y		Adult	West	Nonexp	NonexpS	.	.	.	.	0.103	.	US				
38	AGB07AB1yc	AggBeh	.	161	0.2145		0.217883645		0.079555728					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	1	MF	y		Child	West	Nonexp	Nonexp	.	.	.	.	0.2145	.	US				
39	AGB07AB1ycs	AggBeh	.	161	0.227		0.231024198		0.079555728					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	n	1	MF	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.227	.	US				
41	AGB07AB2	AggBeh	.	189	0.457		0.493512743		7.33E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	2	MF	y		Child	West	Nonexp	Nonexp	.	.	.	.	0.457	.	US				
42	AGB07AB2F	AggBeh	.	109	0.239		0.243713262		9.71E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	2	F	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.239	.	US				
43	AGB07AB2M	AggBeh	.	76	0.335		0.348449765		0.117041147					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	2	M	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.335	.	US				
44	AGB07AB3	AggBeh	.	356	0.382		0.402399273		5.32E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	3	MF	y		Child	West	Nonexp	Nonexp	.	.	.	.	0.382	"T1,T2"	US				
45	AGB07AB3F	AggBeh	.	167	0.29		0.298566264		0.078086881					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	3	F	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.29	"T1,T2"	US				
47	AGB07AB3M	AggBeh	.	185	0.271		0.27794277		7.41E-02					"Anderson, C.A., Gentile, D.A., & Buckley, K.E. (2007). Violent Video Game Effects on Children and Adolescents: Theory, Research, and Public Policy. New York: Oxford University Press. "	Blank	y	3	M	y		Child	West	Nonexp	NonexpS	.	.	.	.	0.271	"T1,T2"	US				
88	BBS06AB	AggBeh	.	34	0.3444		0.359076124		0.179605302					"Bartholow, B. D., Bushman, B. J., & Sestir, M. A. (2006). Chronic violent video game exposure and desensitization to violence: Behavioral and event-related brain potential data. Journal of Experimental Social Psychology, 42, 532-539."	Blank	y	1	M	y		Adult	West	Nonexp	NonexpS	0.57	0.04	.	.	0.3444	"CRT,BPp"	US				
113	BSD05AB1	AggBeh	.	200	0.33		0.342828254		7.12E-02					"Bartholow, B. D., Sestir, M. A. & Davis, M. D. (2005).  Correlates and consequences of exposure to videogame violence:  Hostile personality, empathy, and aggressive behavior.  Personality and Social Psychology Bulletin, 31, 1573-1586."	Blank	y	1	M	y		Adult	West	Nonexp	NonexpS	.	.	.	.	0.33	.	US				
126	CA05AB1&2	AggBeh	.	141	0.327		0.339465352		8.51E-02					"Carnagey, N. L., & Anderson, C.A. (2005). The effects of reward and punishment in violent video games on aggressive affect, cognition, and behavior. Psychological Science, 16, 882-889."	Blank	y	1	MF	y		Adult	West	Nonexp	Nonexp	.	.	.	.	0.34	.	US				
127	CA05AB1&2F	AggBeh	.	69	0.146		0.147050852		0.123091491					"Carnagey, N. L., & Anderson, C.A. (2005). The effects of reward and punishment in violent video games on aggressive affect, cognition, and behavior. Psychological Science, 16, 882-889."	Blank	y	1	F	y		Adult	West	Nonexp	NonexpS	.	.	.	.	0.146	.	US				
128	CA05AB1&2M	AggBeh	.	72	0.136		0.136847915		0.120385853					"Carnagey, N. L., & Anderson, C.A. (2005). The effects of reward and punishment in violent video games on aggressive affect, cognition, and behavior. Psychological Science, 16, 882-889."	Blank	y	1	M	y		Adult	West	Nonexp	NonexpS	.	.	.	.	0.136	.	US				
129	CA05AB3c	AggBeh	.	135	0.23		0.234189467		8.70E-02					"Carnagey, N. L., & Anderson, C.A. (2005). The effects of reward and punishment in violent video games on aggressive affect, cognition, and behavior. Psychological Science, 16, 882-889."	Blank	y	3	MF	y		Adult	West	Nonexp	Nonexp	.	.	.	.	0.23	.	US				
130	CA05AB3cF	AggBeh	.	72	0.144		0.145007898		0.120385853					"Carnagey, N. L., & Anderson, C.A. (2005). The effects of reward and punishment in violent video games on aggressive affect, cognition, and behavior. Psychological Science, 16, 882-889."	Blank	y	3	F	y		Adult	West	Nonexp	NonexpS	.	.	.	.	0.144	.	US				
